index,sentence,length
2176,I wonder if there's a social network that will allow you to have that kind of filter.,3.6
2177,"Yeah, so here's a problem with that.",3.42
2178,It's not going to win in a free market.,2.54
2179,"What wins in a free market is all television today is reality television, because it's engaging, right?",5.34
2180,"If engaging is what wins in a free market, right?",2.78
2181,So it becomes hard to keep these other more nuanced values.,3.08
2182,"Well, okay, so that's the experience of being on Twitter, but then you got a chance to also together with other engineers and with Elon sort of look, brainstorm when you step into a code base that's been around for a long time.",14.5
2183,"You know, there's other social networks, you know, Facebook, this is old code bases.",4.0
2184,"And you step in and see, okay, how do we make with a fresh mind progress on this code base?",6.58
2185,"Like, what did you learn about software engineering, about programming from just experiencing that?",3.96
2186,"So my technical recommendation to Elon, and I said this on the Twitter spaces afterward, I said this many times during my brief internship, was that you need refactors before features.",13.88
2187,"This code base was, and look, I've worked at Google, I've worked at Facebook.",3.72
2188,"Facebook has the best code, then Google, then Twitter.",3.7
2189,And you know what?,0.76
2190,"You can know this, because look at the machine learning frameworks, right?",2.56
2191,"Facebook released PyTorch, Google released TensorFlow, and Twitter released, okay, so, you know.",6.5
2192,"It's a proxy, but yeah, the Google code base is quite interesting.",3.94
2193,"There's a lot of really good software engineers there, but the code base is very large.",3.1
2194,"The code base was good in 2005, right?",3.38
2195,It looks like 2005 era.,1.02
2196,"There's so many products, so many teams, right?",1.48
2197,"It's very difficult to, I feel like Twitter does less, obviously, much less than Google, in terms of the set of features, right?",11.94
2198,So I can imagine the number of software engineers that could recreate Twitter is much smaller than to recreate Google.,7.4
2199,"Yeah, I still believe in the amount of hate I got for this, saying that 50 people could build and maintain Twitter, pretty.",8.0
2200,What's the nature of the hate?,1.06
2201,Comfortably.,0.56
2202,That you don't know what you're talking about?,1.26
2203,You know what it is?,0.74
2204,"And it's the same, this is my summary of the hate I get on hacker news.",2.86
2205,"It's like, when I say I'm going to do something, they have to believe that it's impossible, because if doing things was possible, they'd have to do some soul searching and ask the question, why didn't they do anything?",15.56
2206,So when you say- And I do think that's where the hate comes from.,2.62
2207,"When you say, well, there's a core truth to that, yeah.",2.42
2208,"So when you say, I'm going to solve self-driving, people go like, what are your credentials?",5.34
2209,What the hell are you talking about?,1.16
2210,This is an extremely difficult problem.,1.82
2211,"Of course, you're a noob that doesn't understand the problem deeply.",2.28
2212,"I mean, that was the same nature of hate that probably Elon got when he first talked about autonomous driving.",4.98
2213,"But there's pros and cons to that, because there is experts in this world.",4.38
2214,"No, but the mockers aren't experts.",1.92
2215,"The people who are mocking are not experts with carefully reasoned arguments about why you need 8,000 people to run a bird app.",6.52
2216,But the people are going to lose their jobs.,2.88
2217,"Well, that, but also there's the software engineers that probably criticize, no, it's a lot more complicated than you realize, but maybe it doesn't need to be so complicated.",7.06
2218,Some people in the world like to create complexity.,2.32
2219,"Some people in the world thrive under complexity, like lawyers, right?",2.46
2220,"Lawyers want the world to be more complex because you need more lawyers, you need more legal hours, right?",3.7
2221,I think that's another.,0.98
2222,"If there's two great evils in the world, it's centralization and complexity.",3.06
2223,"Yeah, and one of the sort of hidden side effects of software engineering is like finding pleasure in complexity.",11.34
2224,"I mean, I don't remember just taking all the software engineering courses and just doing programming and just coming up with this object-oriented programming kind of idea.",10.62
2225,"Not often do people tell you, do the simplest possible thing.",4.46
2226,"A professor, a teacher, is not gonna get in front, this is the simplest way to do it.",5.82
2227,"They'll say, there's the right way, and the right way, at least for a long time, especially I came up with Java, there's so much boilerplate, so much like, so many classes, so many like designs and architectures and so on, like planning for futures far into the future and planning poorly and all this kind of stuff, and then there's this like",23.6
2228,"code base that follows you along and puts pressure on you and nobody knows what like different parts do which slows everything down, there's a kind of bureaucracy that's instilled in the code as a result of that, but then you feel like, oh, well, I follow good software engineering practices.",15.62
2229,"It's an interesting trade-off, because then you look at like the ghettoness of like Perl and the old like, how quickly you could just write a couple of lines and just get stuff done.",8.6
2230,"That trade-off is interesting, or Bash, or whatever, these kind of ghetto things you can do in Linux.",4.96
2231,"One of my favorite things to look at today is how much do you trust your tests, right?",4.22
2232,"We've put a ton of effort in Kama and I've put a ton of effort in TinyGrad into making sure if you change the code and the tests pass, that you didn't break the code.",8.88
2233,"Now, this obviously is not always true, but the closer that is to true, the more you trust your tests, the more you're like, oh, I got a pull request and the tests pass, I feel okay to merge that, the faster you can make progress.",10.8
2234,"So you're always programming your tests in mind, developing tests with that in mind, that if it passes, it should be good.",5.18
2235,And Twitter had a...,1.34
2236,Not that.,0.68
2237,So...,0.52
2238,It was impossible to make progress in the code base.,1.64
2239,What other stuff can you say about the code base that made it difficult?,3.16
2240,"What are some interesting sort of quirks, broadly speaking, from that compared to just your experience with Kama and everyone else?",8.1
2241,The real thing that...,1.62
2242,I spoke to a bunch of individual contributors at Twitter and I had stats.,6.5
2243,"I'm like, okay, so what's wrong with this place?",2.38
2244,Why does this code look like this?,1.02
2245,And they explained to me what Twitter's promotion system was.,2.96
2246,"The way that you got promoted at Twitter was you wrote a library that a lot of people used, right?",6.06
2247,So some guy wrote an Nginx replacement for Twitter.,3.18
2248,Why does Twitter need an Nginx replacement?,1.96
2249,What was wrong with Nginx?,1.28
2250,"Well, you see, you're not gonna get promoted if you use Nginx.",3.28
2251,"But if you write a replacement and lots of people start using it as the Twitter front end for their product, then you're gonna get promoted, right?",6.52
2252,"So interesting, because from an individual perspective, how do you incentivize...",4.94
2253,How do you create the kind of incentives that will lead to a great code base?,3.9
2254,"Okay, what's the answer to that?",1.24
2255,So what I do at Comma and at TinyCorp is you have to explain it to me.,6.58
2256,"You have to explain to me what this code does, right?",1.76
2257,"And if I can sit there and come up with a simpler way to do it, you have to rewrite it.",4.48
2258,You have to agree with me about the simpler way.,1.54
2259,"Obviously, we can have a conversation about this.",1.78
2260,"It's not dictatorial, but if you're like, wow, wait, that actually is way simpler.",4.28
2261,"Like the simplicity is important, right?",3.1
2262,"But that requires people that overlook the code at the highest levels to be like, okay.",6.28
2263,"It requires technical leadership, you trust.",1.46
2264,"Yeah, technical leadership.",1.28
2265,"So managers or whatever should have to have technical savvy, deep technical savvy.",4.56
2266,Managers should be better programmers than the people who they manage.,2.28
2267,Yeah.,0.26
2268,"And that's not always obvious, trivial to create, especially at large companies.",3.96
2269,Managers get soft.,0.88
2270,"And like, you know, and this is just, I've instilled this culture at Comma, and Comma has better programmers than me who work there.",4.5
2271,"But, you know, again, I'm like the, you know, the old guy from Good Will Hunting.",3.3
2272,"It's like, look, man, you know, I might not be as good as you, but I can see the difference between me and you, right?",5.82
2273,"And like, this is what you need.",1.1
2274,This is what you need at the top.,0.92
2275,Or you don't necessarily need the manager to be the absolute best.,3.48
2276,"I shouldn't say that, but like they need to be able to recognize skill.",3.48
2277,Yeah.,0.02
2278,And have good intuition.,1.14
2279,Intuition that's laden with wisdom from all the battles of trying to reduce complexity in codebases.,5.54
2280,"You know, I took a political approach at Comma too that I think is pretty interesting.",3.26
